,satellite ID,week,toa,RootA,ecc,ω,M0,Ω,0_Ω,δi,a0,a1,health
88,14.0,469.0,81920.0,5282.561035156249,7114613325823.999,-2.733153415998968,2841067032988747.0,1.8738994705660335,-30162506.46533928,66925467014429.2,219043332095.99994,16383.999999999996,216.0
