,satellite ID,Week,URA,health 1,tgd1,tgd2,AODC,toc,a0,a1,a2,AODE,toe,RootA,ecc,ω,ΔN,M0,Ω0,0_Ω,i0,IDOT,c_uc,c_us,c_rc,c_rs,c_ic,c_is
196,3.0,469.0,2.0,0.0,22968358.099589534,-40982756.60907152,0.0,349200.0,-2042916503551.9995,-113152.0,1.0,1.0,349200.0,6493.548822402953,1691747876863.9995,43744573182801.35,-16725135.57095765,-1.4948293403849882,-2.537197996983505,21021426.88755968,412886894462797.94,-1096993.889151098,58466500608.0,-47999614976.0,319.328125,394.171875,-241172480.0,-109051904.0
