,prn,ref week,ref secs,code_on,week_No,p_flag,SV_acc,SV_hl,Tgd,IODC,toc,af2,af1,af0,IODE,Cts,delta_n,M0,Cuc,e,Cus,sq_A,toe,Cic,Omega0,Cis,i0,Ctc,w,Omega_dot,IDOT
102,10,1825,360000,00,264,0,0000,010000,0.0,0000011001,876480,2.3869795029440866e-15,-3.478021426417399e-09,-0.00027270102873444557,00000000,-0.5,-5.983338269288652e-10,-0.21450656466186047,5.476363003253937e-05,0.08277883031405509,2.6531517505645752e-05,2141.143148422241,1036048,6.282702088356018e-06,0.010494768153876066,-5.5767595767974854e-05,-0.9652450475841761,-5.0625,0.5584693350829184,-1.5381829143734649e-09,-3.063860276597552e-10
